reactionEnergy,Unnamed: 0,φ,Nd1,Np0,Out_e0,Out_e1,ψ1,First_IE0,CN,L_bond,R0,ΔGH,idx
-0.724809515,2131,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.5,1.708234,1.51,-0.724809515,1921
-1.296709155,2132,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.017909,0.71,-1.296709155,1922
-1.293849235,2133,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.018614,0.71,-1.293849235,1923
-0.148668715,2134,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.680976,1.51,-0.148668715,1924
-0.148668725,2135,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.680977,1.51,-0.148668725,1925
-1.158187305,2136,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037691,0.71,-1.158187305,1926
-1.337203655,2137,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.02704,0.71,-1.337203655,1927
-0.584678635,2138,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.707976,1.51,-0.584678635,1928
0.296764315,2140,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.333333333,1.032384,0.71,0.296764315,1929
-0.593657205,2141,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708332,1.51,-0.593657205,1930
-0.067405895,2142,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.738897,1.51,-0.067405895,1931
-0.584678625,2143,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.707978,1.51,-0.584678625,1932
-0.593657205,2144,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708332,1.51,-0.593657205,1933
-0.581365965,2145,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708099,1.51,-0.581365965,1934
-0.590722585,2146,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708125,1.51,-0.590722585,1935
-0.634384695,2147,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,2.833333333,1.696896,1.51,-0.634384695,1936
-0.629817125,2148,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.697156,1.51,-0.629817125,1937
-0.590722585,2149,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708124,1.51,-0.590722585,1938
-0.581496565,2151,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.708657,1.51,-0.581496565,1939
-0.595686645,2152,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.70882,1.51,-0.595686645,1940
-0.583744395,2153,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.710113,1.51,-0.583744395,1941
-0.629817135,2154,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.69715,1.51,-0.629817135,1942
-0.583744395,2155,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.710119,1.51,-0.583744395,1943
-0.628047305,2156,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,2.666666667,1.693991,1.51,-0.628047305,1944
-0.148845965,2157,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.680748,1.51,-0.148845965,1945
-1.158645295,2158,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.038851,0.71,-1.158645295,1946
-1.298189185,2159,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.028937,0.71,-1.298189185,1947
-1.298718315,2160,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.029201,0.71,-1.298718315,1948
-1.158187315,2162,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037694,0.71,-1.158187315,1949
-1.158645295,2163,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.038847,0.71,-1.158645295,1950
-0.148984835,2164,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.682696,1.51,-0.148984835,1951
-1.211867185,2165,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037879,0.71,-1.211867185,1952
-1.211657715,2166,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.036657,0.71,-1.211657715,1953
-1.156567485,2167,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037646,0.71,-1.156567485,1954
-0.147063065,2168,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.682007,1.51,-0.147063065,1955
-0.814715075,2169,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.026443,0.71,-0.814715075,1956
-1.344430755,2170,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.024254,0.71,-1.344430755,1957
-0.814715085,2171,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.026438,0.71,-0.814715085,1958
-0.148984835,2173,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.682692,1.51,-0.148984835,1959
-0.800678555,2174,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.027121,0.71,-0.800678555,1960
-0.166072215,2175,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,0.8,1.681527,1.51,-0.166072215,1961
-1.296174695,2176,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.027231,0.71,-1.296174695,1962
-0.147063055,2177,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.682013,1.51,-0.147063055,1963
-1.298718305,2178,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.666666667,1.029207,0.71,-1.298718305,1964
-1.211657725,2179,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.036648,0.71,-1.211657725,1965
-1.211856575,2180,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037393,0.71,-1.211856575,1966
-0.145014135,2181,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.680198,1.51,-0.145014135,1967
-0.149023275,2182,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.2,1.681084,1.51,-0.149023275,1968
-1.211856585,2184,0.0,5.0,3.0,5.0,7.0,1.9,14.534,1.833333333,1.037391,0.71,-1.211856585,1969
-0.007529965,2185,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.028356,0.71,-0.007529965,1970
-1.168283185,2186,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.026169,0.71,-1.168283185,1971
-1.167788485,2187,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.023851,0.71,-1.167788485,1972
-0.671849045,2188,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.031002,0.71,-0.671849045,1973
-0.613190325,2189,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.166666667,1.60745,1.41,-0.613190325,1974
-1.784154745,2190,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.833333333,1.028149,0.71,-1.784154745,1975
-1.779393185,2191,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.833333333,1.027983,0.71,-1.779393185,1976
-0.651174875,2192,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.623788,1.41,-0.651174875,1977
-0.674356435,2193,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.031217,0.71,-0.674356435,1978
-0.671849045,2195,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.030996,0.71,-0.671849045,1979
-1.539014915,2196,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.024988,0.71,-1.539014915,1980
-0.652319575,2197,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.624418,1.41,-0.652319575,1981
-1.539014915,2198,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.024981,0.71,-1.539014915,1982
-0.652319575,2199,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.624423,1.41,-0.652319575,1983
-0.667531905,2200,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.614109,1.41,-0.667531905,1984
-1.538318335,2201,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.024019,0.71,-1.538318335,1985
-1.403229075,2202,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022388,0.71,-1.403229075,1986
-0.660822395,2203,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.034295,0.71,-0.660822395,1987
-1.401373835,2204,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022369,0.71,-1.401373835,1988
-1.603555255,2206,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.030988,0.71,-1.603555255,1989
-1.709159585,2207,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.054292,0.71,-1.709159585,1990
-0.527755455,2208,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.606889,1.41,-0.527755455,1991
-1.846285035,2209,0.0,0.0,3.0,5.0,7.77006,2.385258,14.534,3.0,1.027211,0.71,-1.846285035,1992
-0.667340405,2210,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.612733,1.41,-0.667340405,1993
-0.667340395,2211,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.612727,1.41,-0.667340395,1994
-1.638215295,2212,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.028033,0.71,-1.638215295,1995
-0.652171995,2213,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.623117,1.41,-0.652171995,1996
-0.210565175,2214,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.166666667,1.612567,1.41,-0.210565175,1997
-0.813866315,2215,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.631811,1.41,-0.813866315,1998
-0.610915255,2219,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.666666667,1.606937,1.41,-0.610915255,1999
-1.779393185,2220,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.833333333,1.027986,0.71,-1.779393185,2000
-1.747053435,2221,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.333333333,1.031233,0.71,-1.747053435,2001
-0.652263705,2222,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.623843,1.41,-0.652263705,2002
-0.319408535,2223,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.166666667,1.611509,1.41,-0.319408535,2003
-1.638103335,2224,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.027851,0.71,-1.638103335,2004
-0.458627555,2225,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.666666667,1.603132,1.41,-0.458627555,2005
-0.487697005,2226,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.033883,0.71,-0.487697005,2006
-1.638215295,2227,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.028028,0.71,-1.638215295,2007
-1.784500625,2228,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.833333333,1.028357,0.71,-1.784500625,2008
-0.613190325,2230,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.166666667,1.607453,1.41,-0.613190325,2009
-0.674356445,2231,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.031215,0.71,-0.674356445,2010
-1.539621845,2232,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.024054,0.71,-1.539621845,2011
-0.625452775,2233,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.623358,1.41,-0.625452775,2012
-1.784154755,2234,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.833333333,1.028156,0.71,-1.784154755,2013
-1.539621835,2235,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.024051,0.71,-1.539621835,2014
-0.667531905,2236,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.614104,1.41,-0.667531905,2015
-0.651174885,2237,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,1.5,1.62379,1.41,-0.651174885,2016
-1.286000135,2238,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.020889,0.71,-1.286000135,2017
-1.603555245,2239,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.03099,0.71,-1.603555245,2018
-1.626724395,2241,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.028418,0.71,-1.626724395,2019
-0.660822395,2242,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.034294,0.71,-0.660822395,2020
-1.404702335,2243,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022662,0.71,-1.404702335,2021
-1.603868245,2244,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.030584,0.71,-1.603868245,2022
-1.603759915,2245,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.032152,0.71,-1.603759915,2023
-1.709960485,2246,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.057098,0.71,-1.709960485,2024
-1.388885565,2247,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022716,0.71,-1.388885565,2025
-1.411347785,2248,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.026097,0.71,-1.411347785,2026
-0.563105635,2249,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.036664,0.71,-0.563105635,2027
-0.094227935,2250,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.683976,1.51,-0.094227935,2028
-0.707297585,2252,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.833333333,1.02931,0.71,-0.707297585,2029
-0.705884985,2253,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.833333333,1.028742,0.71,-0.705884985,2030
-0.094445775,2254,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.683521,1.51,-0.094445775,2031
-0.707297595,2255,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.833333333,1.029316,0.71,-0.707297595,2032
-0.095387175,2256,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.683002,1.51,-0.095387175,2033
-0.094227925,2257,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.683984,1.51,-0.094227925,2034
-0.705884975,2258,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.833333333,1.028741,0.71,-0.705884975,2035
-0.454842715,2259,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.031089,0.71,-0.454842715,2036
-0.095387175,2260,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,3.0,1.683003,1.51,-0.095387175,2037
-1.108969285,2261,0.0,5.0,3.0,5.0,7.0,1.9,14.534,0.75,1.01951,0.71,-1.108969285,2038
-1.387430135,2263,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022685,0.71,-1.387430135,2039
-0.563105645,2264,0.0,0.0,3.0,5.0,5.0,3.04,14.534,1.0,1.036661,0.71,-0.563105645,2040
-1.411630855,2265,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.025272,0.71,-1.411630855,2041
-0.526477615,2266,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.607329,1.41,-0.526477615,2042
-1.411630855,2267,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.025275,0.71,-1.411630855,2043
-1.625909675,2268,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.027822,0.71,-1.625909675,2044
-2.488347725,2269,0.0,7.0,3.0,5.0,9.0,2.2,14.534,2.333333333,1.025189,0.71,-2.488347725,2045
-1.603759925,2270,0.0,0.0,3.0,5.0,7.398636,2.450415,14.534,2.5,1.03215,0.71,-1.603759925,2046
-1.411347775,2271,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.026089,0.71,-1.411347775,2047
-0.527530985,2272,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.606228,1.41,-0.527530985,2048
-0.503662575,2274,0.0,0.0,4.242641,6.708204,7.398636,2.450415,11.500409,1.666666667,1.772343,1.00055,-0.503662575,2049
-0.527755445,2275,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.606891,1.41,-0.527755445,2050
-1.388885575,2276,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.022719,0.71,-1.388885575,2051
-0.459112765,2277,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.666666667,1.60351,1.41,-0.459112765,2052
-0.504656025,2278,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.619367,1.41,-0.504656025,2053
-0.459112775,2279,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.666666667,1.603508,1.41,-0.459112775,2054
-0.503662575,2280,0.0,0.0,4.242641,6.708204,7.398636,2.450415,11.500409,1.666666667,1.772341,1.00055,-0.503662575,2055
-0.526477615,2281,22.27272727272727,0.0,6.0,9.0,5.0,3.04,9.1,0.333333333,1.60733,1.41,-0.526477615,2056
-1.627648925,2282,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.027121,0.71,-1.627648925,2057
-1.410498425,2283,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.025354,0.71,-1.410498425,2058
-1.626724385,2285,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.028417,0.71,-1.626724385,2059
-1.403229085,2286,0.0,7.0,3.0,5.0,9.0,2.2,14.534,0.666666667,1.02239,0.71,-1.403229085,2060
-1.709159595,2287,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.054292,0.71,-1.709159595,2061
-1.707612775,2288,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.053819,0.71,-1.707612775,2062
-1.625909685,2289,0.0,7.0,3.0,5.0,9.0,2.2,14.534,1.666666667,1.02782,0.71,-1.625909685,2063
-0.797366066,2290,3.4297654731043696,1.741101,6.0,4.762203,3.958524,1.636458,7.550066,5.090909091,2.04361,1.591586,-0.797366066,2064
-0.634296395,2291,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,2.833333333,1.697197,1.51,-0.634296395,2065
-0.596975585,2292,13.157894736842106,0.0,6.0,7.0,5.0,3.04,7.88,1.666666667,1.705786,1.51,-0.596975585,2066
-0.258513453,2293,16.363636363636363,6.0,6.0,8.0,8.0,2.2,8.7,6.954545455,1.926021,1.44,-0.258513453,2067
-0.228759573,2294,16.363636363636363,6.0,6.0,8.0,8.0,2.2,8.7,7.5,1.922918,1.44,-0.228759573,2068
-0.065029765,2296,16.363636363636363,6.0,6.0,8.0,8.0,2.2,8.7,7.5,1.65807,1.44,-0.065029765,2069
0.839368333,2297,59.171597633136095,10.0,6.0,12.0,12.0,1.69,8.993,7.333333333,1.957728,1.44,0.839368333,2070
0.87136171,2298,59.171597633136095,10.0,6.0,12.0,12.0,1.69,8.993,7.5,2.089224,1.44,0.87136171,2071
0.966015964,2299,59.171597633136095,10.0,6.0,12.0,12.0,1.69,8.993,7.5,1.775767,1.44,0.966015964,2072
-0.338007973,2300,13.157894736842106,5.0,6.0,7.0,7.0,1.9,7.88,7.333333333,1.862695,1.51,-0.338007973,2073
-0.511985045,2301,13.157894736842106,5.0,6.0,7.0,7.0,1.9,7.88,6.954545455,1.931624,1.51,-0.511985045,2074
-0.491666032,2302,13.157894736842106,5.0,6.0,7.0,7.0,1.9,7.88,7.5,1.946954,1.51,-0.491666032,2075
0.056626618,2303,13.157894736842106,5.0,6.0,7.0,7.0,1.9,7.88,7.5,1.711284,1.51,0.056626618,2076
-0.121203722,2304,22.27272727272727,7.0,6.0,9.0,9.0,2.2,9.1,7.333333333,1.807022,1.41,-0.121203722,2077
-0.157797318,2305,22.27272727272727,7.0,6.0,9.0,9.0,2.2,9.1,6.954545455,1.908568,1.41,-0.157797318,2078
-0.111492251,2307,22.27272727272727,7.0,6.0,9.0,9.0,2.2,9.1,7.5,1.896942,1.41,-0.111492251,2079
-0.324119827,2308,22.27272727272727,7.0,6.0,9.0,9.0,2.2,9.1,7.5,1.597571,1.41,-0.324119827,2080
0.325303386,2309,31.88976377952756,9.387404,6.0,11.0,8.024604,2.317612,9.225,6.954545455,1.924374,1.36,0.325303386,2081
0.39869657,2310,31.88976377952756,9.240211,6.0,11.0,9.032064,2.398629,9.225,7.5,1.953628,1.36,0.39869657,2082
0.100254765,2311,42.631578947368425,9.654894,6.0,11.0,6.502957,1.979181,7.726,4.5,1.768059,1.32,0.100254765,2083
0.125939183,2312,42.631578947368425,9.240211,6.0,11.0,9.032064,1.929315,7.726,7.5,1.862362,1.32,0.125939183,2084
-0.136341142,2313,28.070175438596493,8.746897,6.0,10.0,7.578583,2.172208,9.0,6.954545455,1.844564,1.36,-0.136341142,2085
-0.168578605,2314,16.363636363636363,6.0,6.0,8.0,8.0,2.2,8.7,7.333333333,1.83711,1.44,-0.168578605,2086
0.243860667,2315,2.5974025974025974,2.0,6.0,4.0,4.0,1.54,6.82,7.5,1.804717,1.6,0.243860667,2087
-1.01043746,2316,2.5974025974025974,2.0,6.0,4.0,4.0,1.54,6.82,7.5,1.973109,1.6,-1.01043746,2088
-0.956476197,2318,2.5974025974025974,2.0,6.0,4.0,4.0,1.54,6.82,6.954545455,1.996224,1.6,-0.956476197,2089
-1.003077461,2319,0.7352941176470588,1.0,6.0,3.0,3.0,1.36,8.54,6.954545455,2.102773,1.7,-1.003077461,2090
-0.953376004,2320,0.7352941176470588,1.0,6.0,3.0,3.0,1.36,8.54,7.5,2.101264,1.7,-0.953376004,2091
0.175749213,2321,0.7352941176470588,1.0,6.0,3.0,3.0,1.36,8.54,7.5,1.919354,1.7,0.175749213,2092
-0.878578305,2322,9.63855421686747,4.0,6.0,6.0,6.0,1.66,6.766,6.954545455,1.83364,1.39,-0.878578305,2093
-0.877451345,2323,9.63855421686747,4.0,6.0,6.0,6.0,1.66,6.766,7.5,1.847836,1.39,-0.877451345,2094
0.125528427,2324,9.63855421686747,4.0,6.0,6.0,6.0,1.66,6.766,7.5,1.639031,1.39,0.125528427,2095
-0.352260971,2325,34.04255319148936,8.0,6.0,10.0,10.0,1.88,7.635,6.954545455,1.7117,1.24,-0.352260971,2096
0.084552981,2326,42.631578947368425,9.0,6.0,11.0,11.0,1.9,7.726,7.333333333,1.668447,1.32,0.084552981,2097
-0.053560439,2327,42.631578947368425,9.0,6.0,11.0,11.0,1.9,7.726,6.954545455,1.740059,1.32,-0.053560439,2098
-0.280182014,2330,28.070175438596493,8.45897,6.0,10.0,8.408964,2.21202,9.0,7.5,1.899938,1.36,-0.280182014,2099
-0.039638823,2331,42.631578947368425,9.0,6.0,11.0,11.0,1.9,7.726,7.5,1.741928,1.32,-0.039638823,2100
-0.203687685,2332,28.070175438596493,8.0,6.0,10.0,10.0,2.28,9.0,7.333333333,1.760964,1.36,-0.203687685,2101
0.350623715,2333,0.0,0.0,1.0,3.0,3.0,1.61,5.986,6.954545455,1.902002,1.21,0.350623715,2102
-0.229145975,2334,28.070175438596493,8.0,6.0,10.0,10.0,2.28,9.0,6.954545455,1.865737,1.36,-0.229145975,2103
0.554018877,2335,0.0,0.0,1.0,3.0,3.0,1.61,5.986,7.5,1.939703,1.21,0.554018877,2104
0.302502968,2336,0.0,0.0,1.0,3.0,3.0,1.61,5.986,7.5,1.612953,1.21,0.302502968,2105
-0.194288464,2337,28.070175438596493,8.0,6.0,10.0,10.0,2.28,9.0,7.5,1.865036,1.36,-0.194288464,2106
-0.312314032,2338,28.070175438596493,8.0,6.0,10.0,10.0,2.28,9.0,7.5,1.55137,1.36,-0.312314032,2107
1.020265259,2339,49.504950495049506,10.0,3.0,5.0,5.0,2.02,7.289,6.954545455,2.268921,1.48,1.020265259,2108
0.937375438,2341,49.504950495049506,10.0,3.0,5.0,5.0,2.02,7.289,7.5,2.29735,1.48,0.937375438,2109
0.520936638,2342,42.631578947368425,9.0,6.0,11.0,11.0,1.9,7.726,7.5,1.523408,1.32,0.520936638,2110
0.095803119,2343,16.363636363636363,6.0,6.0,8.0,8.0,2.2,7.37,7.5,1.646618,1.46,0.095803119,2111
1.259624483,2344,49.504950495049506,6.178009,3.0,5.0,5.0,1.840174,7.289,6.954545455,2.264782,1.48,1.259624483,2112
1.25426833,2345,49.504950495049506,6.931448,3.0,5.0,5.378269,2.149689,7.289,6.954545455,2.303293,1.48,1.25426833,2113
-0.055936945,2346,21.491228070175442,9.146912,6.0,9.0,11.167258,1.788944,7.46,6.0,1.584449,1.42,-0.055936945,2114
-0.316595608,2347,28.810428768682105,6.708204,6.0,9.461525,8.774964,1.9,7.776996,7.5,1.90916,1.380517,-0.316595608,2115
-0.327844385,2348,19.009647979911804,6.480741,6.0,8.320335,8.485281,2.049878,8.152995,7.5,1.892665,1.37731,-0.327844385,2116
0.936386169,2349,60.60606060606061,7.0,6.0,12.0,9.0,2.28,9.394,5.2,1.586984,1.22,0.936386169,2117
1.194060831,2350,50.0,10.0,6.0,12.0,7.559526,1.86434,10.437,7.0,1.774706,1.32,1.194060831,2118
-0.325535091,2352,13.157894736842106,7.398636,6.0,7.0,9.461525,1.9,7.88,7.5,1.682478,1.51,-0.325535091,2119
-0.387233095,2353,25.654450261780106,1.626577,6.0,9.0,3.948222,1.480514,7.16,6.0,1.542652,1.26,-0.387233095,2120
-0.499917068,2354,10.548570890998558,4.40142,6.0,6.6494,6.409774,2.150594,7.50623,7.266666667,2.008271,1.51839,-0.499917068,2121
1.160712191,2355,61.72839506172839,10.0,1.0,3.0,12.0,2.0,6.106,7.5,1.906474,1.45,1.160712191,2122
0.806633719,2356,0.7352941176470588,7.0,6.0,3.0,9.0,1.91,8.54,5.2,1.89969,1.7,0.806633719,2123
-0.559483468,2357,8.456694790964725,4.573051,6.0,6.31636,6.581416,2.07213,7.739491,7.5625,2.004818,1.568372,-0.559483468,2124
0.042492889,2358,13.157894736842106,4.229485,6.0,7.0,6.235739,2.235488,7.28,7.2,1.702677,1.47,0.042492889,2125
-0.942132805,2359,3.662351558879613,3.064393,6.0,4.898979,5.537984,1.763596,7.450235,7.714285714,2.188505,1.654086,-0.942132805,2126
0.763583541,2360,42.631578947368425,0.0,6.0,11.0,3.0,1.61,7.726,7.5,1.550405,1.32,0.763583541,2127
0.084107394,2361,34.04255319148936,10.0,6.0,10.0,3.0,1.81,7.635,4.285714286,1.683091,1.24,0.084107394,2128
-0.176981344,2363,6.779661016949153,5.0,6.0,6.0,7.0,1.9,7.98,5.2,1.735758,1.62,-0.176981344,2129
-1.025804409,2364,16.363636363636363,1.565085,6.0,8.0,3.833659,1.41376,8.7,6.0,1.718261,1.44,-1.025804409,2130
-0.886516818,2365,6.0,1.629498,6.0,5.0,3.764616,1.262579,7.89,4.777777778,1.965091,1.7,-0.886516818,2131
-0.877052018,2366,6.731093229117366,3.661148,6.0,5.313293,5.672674,1.641303,6.841788,6.75,1.980433,1.552033,-0.877052018,2132
-0.373049841,2367,19.009647979911804,6.581416,6.0,8.320335,8.585814,2.021106,8.152995,6.954545455,1.878245,1.37731,-0.373049841,2133
-0.231252408,2368,28.810428768682105,6.325269,6.0,9.461525,8.387179,1.9,7.776996,6.954545455,1.820613,1.380517,-0.231252408,2134
1.002242616,2369,56.17977528089887,9.457416,1.0,3.0,4.0536,1.876812,5.786,7.5,2.164582,1.42,1.002242616,2135
