Nd0,Nd1,Nd,Np0,Np1,Np,Ns0,Ns1,Ns,Out_e0,Out_e1,Out_e,ψ0,ψ1,ψ,First_IE0,First_IE1,First_IE,CN,L_bond,R0,R1,R,ΔGH
5.277632,4.21029,4.371862,6.0,6.0,6.0,2.0,2.0,2.0,7.398636,6.325269,6.492687,1.990724,1.83773,1.862387,8.233432,7.599981,7.702066,6.954545455,1.896924,1.448916,1.480821,1.475455,-0.38351602
0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.61,1.614538,1.613839,5.986,6.04025,6.031872,6.0,1.779492,1.21,1.313726,1.297208,0.385600548
9.0,9.387404,9.321698,6.0,3.866364,4.160168,1.0,1.319508,1.259921,11.0,7.339384,7.851424,1.93,1.941945,1.939949,7.576,7.482333,7.497864,6.954545455,1.920575,1.45,1.425695,1.429718,0.494594113
2.0,3.807308,3.419952,6.0,2.930156,3.301927,2.0,2.0,2.0,4.0,3.565205,3.634241,1.3,1.474124,1.443562,6.65,6.289909,6.348541,6.954545455,2.132373,1.75,1.609675,1.632256,-1.080934264
1.0,2.511886,2.154435,6.0,3.866364,4.160168,2.0,2.0,2.0,3.0,3.365865,3.301927,1.1,1.38592,1.333564,5.577,6.226062,6.112863,6.954545455,2.444334,2.07,1.765176,1.812669,-0.763605038
7.318611,7.189463,7.210828,6.0,6.0,6.0,1.587401,1.741101,1.714488,9.321698,9.191661,9.213207,2.28,2.28,2.28,7.941576,7.745324,7.777692,6.954545455,1.872352,1.399712,1.407792,1.406442,-0.231752145
4.0,5.278032,5.039684,6.0,6.0,6.0,2.0,2.0,2.0,6.0,7.360219,7.113787,2.36,2.154817,2.187731,7.98,7.840168,7.863302,6.954545455,2.008304,1.62,1.455719,1.481894,-0.892759109
8.276773,7.740265,7.827205,6.0,6.0,6.0,1.259921,1.515717,1.469734,10.288276,9.7522,9.839565,2.040249,2.132966,2.117225,7.537134,7.506185,7.511335,6.954545455,1.903054,1.43993,1.431925,1.433256,0.059795383
2.289428,2.168944,2.188575,6.0,6.0,6.0,2.0,2.0,2.0,4.308869,4.182558,4.20335,1.559746,1.551817,1.553136,6.839942,6.831958,6.833288,6.954545455,2.023646,1.613224,1.607921,1.608804,-0.877421005
9.0,8.45194,8.536203,6.0,6.0,6.0,1.0,1.189207,1.15711,11.0,10.461769,10.544968,1.93,1.92498,1.925772,7.576,7.469787,7.486458,7.5,1.920173,1.45,1.39997,1.407753,0.566134338
7.0,9.0,8.776636,6.0,6.0,6.0,2.0,1.0,1.071773,9.0,11.0,10.781462,2.28,1.93,1.962434,7.46,7.576,7.564319,7.5,1.627858,1.42,1.45,1.446972,-0.22764622
10.0,6.0,6.314459,6.0,6.0,6.0,2.0,2.0,2.0,12.0,8.0,8.331038,1.65,2.2,2.137612,9.394,7.37,7.551023,7.5,1.584375,1.22,1.46,1.434015,0.969104048
5.848035,4.472136,4.665616,1.817121,2.44949,2.3366730000000002,2.0,2.0,2.0,3.301927,3.464102,3.437975,1.633314,1.551548,1.564181,6.267167,6.405713,6.383635,7.5,2.167771,1.375897,1.461164,1.447358,0.179678264
8.320335,8.485281,8.459022,6.0,6.0,6.0,1.587401,1.414214,1.440247,10.322801,10.488088,10.461816,1.886643,1.889974,1.889447,7.665214,7.680365,7.677971,7.5,1.722087,1.266113,1.279375,1.277272,-0.337988381
7.0,8.276773,8.139256,6.0,6.0,6.0,2.0,1.259921,1.319508,9.0,10.288276,10.151556,2.28,2.040249,2.063043,7.46,7.537134,7.529385,7.5,1.613349,1.42,1.43993,1.437925,-0.123540363
2.289428,2.213364,2.225204,6.0,6.0,6.0,2.0,2.0,2.0,4.308869,4.229485,4.241921,1.559746,1.554786,1.555568,6.839942,6.834951,6.835739,7.5,1.999783,1.613224,1.609908,1.610431,-0.988844002
5.848035,3.807308,4.089624,1.817121,2.930156,2.705866,2.0,2.0,2.0,3.301927,3.565205,3.519911,1.633314,1.504466,1.525212,6.267167,6.490306,6.452572,6.954545455,1.990006,1.375897,1.51484,1.490745,0.293615458
7.0,9.0,8.776636,6.0,6.0,6.0,2.0,1.0,1.071773,9.0,11.0,10.781462,1.91,1.93,1.927991,7.16,7.576,7.533335,7.5,1.615084,1.26,1.45,1.429777,-0.06578352
3.419952,4.472136,4.28668,3.301927,2.44949,2.567753,2.0,2.0,2.0,3.634241,3.464102,3.490426,1.473875,1.551548,1.539017,6.547322,6.405713,6.427867,7.5,2.021173,1.551715,1.461164,1.475102,-0.420718607
7.0,9.0,8.776636,6.0,6.0,6.0,2.0,1.0,1.071773,9.0,11.0,10.781462,1.91,1.93,1.927991,7.16,7.576,7.533335,7.5,1.626301,1.26,1.45,1.429777,-0.088354275
4.0,5.7708,5.428835,6.0,6.0,6.0,2.0,2.0,2.0,6.0,7.917047,7.559526,2.16,1.958064,1.990359,7.099,7.803333,7.681269,6.714285714,1.966078,1.54,1.499193,1.505918,-0.76733014
7.0,7.384053,7.318611,6.0,6.0,6.0,2.0,1.515717,1.587401,9.0,9.387404,9.321698,2.28,2.28,2.28,7.46,8.04156,7.941576,6.954545455,1.859434,1.42,1.395689,1.399712,-0.33702333
9.0,7.114322,7.398636,6.0,6.0,6.0,1.0,1.319508,1.259921,11.0,9.18068,9.461525,1.93,1.917944,1.919948,7.576,7.456183,7.47602,6.954545455,1.947159,1.45,1.457967,1.456636,0.306548757
4.0,5.029734,4.851062,6.0,6.0,6.0,2.0,2.0,2.0,6.0,7.135243,6.942661,2.16,2.031477,2.05125,7.099,7.531371,7.461391,6.571428571,2.050117,1.54,1.514367,1.518386,-0.925727742
7.0,7.237624,7.199575,6.0,6.0,6.0,2.0,1.681793,1.728444,9.0,9.240211,9.201861,2.28,2.28,2.28,7.46,7.818344,7.760639,7.5,1.850503,1.42,1.404756,1.407152,-0.250579294
9.0,7.77006,7.95245,6.0,6.0,6.0,1.0,1.189207,1.15711,11.0,9.824694,10.001554,1.93,1.922456,1.923645,7.576,7.50089,7.5127,7.5,1.879427,1.45,1.454974,1.454188,0.800965315
1.587401,1.741101,1.714488,6.0,6.0,6.0,2.0,2.0,2.0,3.634241,3.77635,3.752285,1.248433,1.280442,1.275051,6.39005,6.566365,6.536645,6.954545455,2.241325,1.850755,1.809775,1.816541,-0.748841093
7.0,9.0,8.776636,6.0,6.0,6.0,2.0,1.0,1.071773,9.0,11.0,10.781462,2.28,1.93,1.962434,7.46,7.576,7.564319,7.5,1.639374,1.42,1.45,1.446972,-0.268836227
1.259921,1.515717,1.469734,6.0,6.0,6.0,2.0,2.0,2.0,3.301927,3.565205,3.519911,1.246104,1.267389,1.263816,6.468759,6.540655,6.528617,6.954545455,2.231348,1.848623,1.808524,1.815146,-0.923496408
7.0,6.6494,6.683655,6.0,6.0,6.0,2.0,2.0,2.0,9.0,8.653497,8.687539,2.2,2.2,2.2,9.1,8.964664,8.978106,7.5,1.604432,1.41,1.41993,1.418934,-0.228519025
3.036589,4.760938,4.375952,6.0,6.0,6.0,2.0,2.0,2.0,5.241483,7.012593,6.640092,1.591767,1.931565,1.862746,7.040719,7.26347,7.221174,6.5625,2.076972,1.632256,1.514298,1.535746,-0.517359973
5.313293,5.477226,5.451009,6.0,6.0,6.0,2.0,2.0,2.0,7.318611,7.483315,7.457065,1.995155,2.044505,2.036632,8.144365,8.279855,8.258313,7.5,1.942782,1.486297,1.474585,1.476428,-0.425789177
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.16,1.944086,1.978511,7.099,6.963877,6.986218,6.954545455,1.987484,1.54,1.478149,1.488283,-0.796112301
7.651725,7.483315,7.509657,6.0,6.0,6.0,2.0,2.0,2.0,9.654894,9.486833,9.513173,2.098745,2.049878,2.057517,7.926504,7.727509,7.758594,7.5,1.822708,1.345241,1.323405,1.326829,-0.169843662
6.868285,6.357804,6.506831,6.0,6.0,6.0,1.259921,1.3459,1.319508,8.987637,8.483497,8.631695,1.982989,2.007359,2.000017,7.511077,7.450775,7.468815,3.875,1.834766,1.389599,1.41015,1.403953,-0.368792756
8.0,1.3459,1.681793,6.0,6.0,6.0,1.0,1.811447,1.681793,10.0,3.56302,4.0536,2.28,1.464183,1.547526,9.0,8.604246,8.652747,5.4,1.806657,1.36,1.646663,1.607761,-0.314158556
5.848035,3.807308,4.089624,1.817121,2.930156,2.705866,2.0,2.0,2.0,3.301927,3.565205,3.519911,1.62094,1.484012,1.506002,6.208592,6.381526,6.352373,6.954545455,2.029102,1.375897,1.51484,1.490745,0.325508832
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.16,2.022401,2.04353,7.099,7.014244,7.027559,7.5,1.981529,1.54,1.501047,1.507131,-0.726407756
6.868285,6.0,6.129418,6.0,6.0,6.0,1.259921,1.414214,1.388651,8.987637,8.124038,8.254663,1.982989,2.025833,2.019007,7.511077,7.405868,7.422381,7.5,1.850053,1.389599,1.425763,1.419991,-0.297052392
8.0,1.896155,2.297397,6.0,6.0,6.0,1.0,1.615866,1.515717,10.0,4.345173,4.855934,2.28,1.594351,1.672235,9.0,8.678977,8.721109,6.5625,1.878123,1.36,1.587196,1.554837,0.130351645
1.0,8.0,5.943977,6.0,6.0,6.0,2.0,1.0,1.10409,3.0,10.0,8.419824,1.36,2.28,2.117768,8.54,9.0,8.932799,5.2,1.831507,1.7,1.36,1.404052,0.534527227
2.0,5.848035,5.253056,6.0,1.817121,2.047673,2.0,2.0,2.0,4.0,3.301927,3.365865,1.3,1.62094,1.585567,6.65,6.208592,6.251381,7.5,1.897438,1.75,1.375897,1.40939,0.10866594
9.0,10.0,9.810259,6.0,2.0,2.442189,1.0,2.0,1.763183,11.0,4.0,4.807714,1.9,2.33,2.245155,7.726,7.416,7.471424,4.333333333,1.667393,1.32,1.46,1.433485,0.270913545
10.0,10.0,10.0,4.160168,3.103691,3.258996,2.0,2.0,2.0,8.320335,6.207382,6.517993,2.10445,2.191924,2.177097,9.313374,8.502215,8.632328,6.681818182,2.198674,1.365108,1.402301,1.396033,0.899672705
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,1.978511,2.049201,2.037247,6.986218,7.031114,7.023611,6.954545455,1.927355,1.488283,1.508758,1.505326,-0.812550698
9.0,4.0,4.337887,6.0,6.0,6.0,1.0,2.0,1.866066,11.0,6.0,6.37493,1.9,2.36,2.309384,7.726,7.98,7.954229,7.5,1.515845,1.32,1.62,1.587161,0.471542806
10.0,10.0,10.0,2.0,1.587401,1.624505,2.0,2.0,2.0,4.0,3.634241,3.669259,2.33,2.141888,2.159995,7.416,6.909916,6.95893,7.5,1.895852,1.46,1.375166,1.383423,0.739939841
10.0,7.368063,7.596578,6.0,6.0,6.0,2.0,2.0,2.0,12.0,9.524406,9.747029,1.69,1.888985,1.868075,8.993,8.641796,8.67629,7.5,1.758944,1.44,1.49766,1.491792,1.060760969
5.241483,6.506831,6.276492,6.0,6.0,6.0,1.587401,1.319508,1.36079,7.34342,8.631695,8.402267,2.069603,2.000017,2.01145,7.302132,7.468815,7.440772,6.954545455,1.947301,1.462868,1.403953,1.413605,-0.522698166
10.0,10.0,10.0,1.0,2.0,1.866066,2.0,2.0,2.0,3.0,4.0,3.886567,1.81,2.33,2.271895,5.999,7.416,7.260401,7.5,1.649406,1.22,1.46,1.434015,0.721123578
2.0,6.094419,5.253056,6.0,1.735526,2.047673,2.0,2.0,2.0,4.0,3.27766,3.365865,1.3,1.634754,1.585567,6.65,6.192213,6.251381,7.333333333,2.000188,1.75,1.363228,1.40939,-0.568153967
7.651725,7.384053,7.428006,6.0,6.0,6.0,2.0,2.0,2.0,9.654894,9.387404,9.431465,2.098745,2.021106,2.033843,7.926504,7.610518,7.662294,6.954545455,1.81874,1.345241,1.310474,1.316205,-0.12657701700000001
7.318611,7.483315,7.457065,6.0,6.0,6.0,2.0,2.0,2.0,9.321698,9.486833,9.460566,2.002149,2.049878,2.042267,7.53351,7.727509,7.696549,7.5,1.799183,1.301923,1.323405,1.319989,-0.179575949
1.587401,1.681793,1.666524,6.0,6.0,6.0,2.0,2.0,2.0,3.634241,3.722419,3.708356,1.272767,1.279521,1.278452,6.558754,6.581447,6.577859,7.5,2.145039,1.798636,1.786352,1.788286,-0.976523232
1.259921,1.414214,1.388651,6.0,6.0,6.0,2.0,2.0,2.0,3.301927,3.464102,3.437975,1.246104,1.259365,1.257262,6.468759,6.513601,6.5065,7.5,2.19772,1.848623,1.823458,1.827409,-0.958903725
2.0,5.0,4.386533,6.0,6.0,6.0,2.0,2.0,2.0,4.0,7.0,6.462169,1.33,1.9,1.805613,6.84,7.28,7.215451,5.2,1.939906,1.75,1.47,1.507074,0.707040598
6.0,6.235739,6.197911,6.0,6.0,6.0,2.0,2.0,2.0,8.0,8.239069,8.200851,2.2,2.2,2.2,7.37,7.768926,7.704531,7.5,1.89644,1.46,1.447336,1.449328,-0.325912105
2.0,1.259921,1.319508,6.0,6.0,6.0,2.0,2.0,2.0,4.0,3.301927,3.365865,1.3,1.246104,1.251392,6.65,6.468759,6.486659,7.5,1.91296,1.75,1.848623,1.838516,-0.025439106
7.0,2.940597,3.301089,6.0,6.0,6.0,2.0,2.0,2.0,9.0,5.133621,5.532647,1.91,1.645485,1.678517,7.16,6.922859,6.954018,6.666666667,1.758978,1.26,1.48661,1.454187,-0.464408253
7.0,2.39196,2.735565,6.0,6.0,6.0,2.0,2.0,2.0,9.0,4.491297,4.898979,1.91,1.588107,1.62517,7.16,6.867565,6.903456,5.0,1.67144,1.26,1.546317,1.507241,-0.670360333
2.0,1.515717,1.587401,6.0,6.0,6.0,2.0,2.0,2.0,4.0,3.565205,3.634241,1.3,1.267389,1.272767,6.65,6.540655,6.558754,6.954545455,2.115966,1.75,1.808524,1.798636,-0.948922045
6.31636,6.187862,6.209095,6.0,6.0,6.0,2.0,2.0,2.0,8.320335,8.19069,8.212156,2.2,2.2,2.2,7.906643,7.687449,7.723555,6.954545455,1.902167,1.443139,1.44986,1.448738,-0.286243214
1.0,1.587401,1.515717,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.634241,3.565205,1.22,1.272767,1.267389,6.38,6.558754,6.540655,7.5,2.051104,1.9,1.798636,1.808524,0.484828492
10.0,8.0,8.180521,2.0,6.0,5.375751,2.0,2.0,2.0,4.0,10.0,9.124435,2.33,2.2,2.212667,7.416,8.34,8.242642,7.5,1.857456,1.46,1.39,1.396846,1.250746225
5.0,8.705506,7.937005,6.0,2.491462,2.884499,2.0,2.0,2.0,7.0,4.473708,4.820285,1.55,1.870127,1.812514,7.435,7.36211,7.374209,5.0,1.739474,1.39,1.39,1.39,0.787444523
2.0,1.681793,1.728444,6.0,6.0,6.0,2.0,2.0,2.0,4.0,3.722419,3.764932,1.3,1.279521,1.282733,6.65,6.581447,6.592224,7.5,2.148899,1.75,1.786352,1.780562,-0.848662517
6.31636,6.235739,6.2484,6.0,6.0,6.0,2.0,2.0,2.0,8.320335,8.239069,8.251847,2.2,2.2,2.2,7.906643,7.768926,7.79051,7.5,1.893063,1.443139,1.447336,1.446673,-0.243538756
8.0,4.0,4.287094,6.0,6.0,6.0,2.0,2.0,2.0,10.0,6.0,6.314459,1.88,2.16,2.130219,7.635,7.099,7.150861,7.5,1.510042,1.24,1.54,1.506992,0.150358678
5.0,7.937005,7.578583,6.0,2.884499,3.103691,2.0,2.0,2.0,7.0,4.820285,5.003515,1.55,1.812514,1.784376,7.435,7.374209,7.380266,7.5,1.592757,1.39,1.39,1.39,1.103811011
2.0,7.0,5.852939,6.0,6.0,6.0,2.0,2.0,2.0,4.0,9.0,8.015502,1.54,1.91,1.852143,6.82,7.16,7.11041,4.909090909,1.744305,1.6,1.26,1.303743,0.42099834
1.587401,1.741101,1.714488,6.0,6.0,6.0,2.0,2.0,2.0,3.634241,3.77635,3.752285,1.272767,1.283591,1.281781,6.558754,6.595101,6.589029,6.954545455,2.175357,1.798636,1.779021,1.782276,-0.939718475
10.0,10.0,10.0,1.0,6.0,5.015753,2.0,2.0,2.0,3.0,12.0,10.446607,1.81,2.0,1.980135,5.999,10.437,9.874748,7.0,1.650115,1.22,1.32,1.309642,0.738130284
10.0,6.299605,6.59754,2.0,4.160168,3.866364,2.0,2.0,2.0,4.0,5.808786,5.596066,1.96,1.676125,1.702556,7.344,7.404542,7.398465,7.5,1.78008,1.39,1.39,1.39,1.736001935
7.318611,7.583911,7.539036,6.0,6.0,6.0,2.0,2.0,2.0,9.321698,9.587315,9.542526,2.002149,2.07906,2.066039,7.53351,7.846299,7.79328,6.954545455,1.795144,1.301923,1.336463,1.330644,-0.247220593
7.0,2.735565,3.036589,6.0,6.0,6.0,2.0,2.0,2.0,9.0,4.898979,5.241483,1.91,1.62517,1.654595,7.16,6.903456,6.9315,6.0,1.554961,1.26,1.507241,1.477532,-0.190685677
7.0,7.652856,7.545864,6.0,6.0,6.0,2.0,2.0,2.0,9.0,9.671129,9.561927,2.2,2.148199,2.156296,9.1,9.417269,9.366448,7.142857143,1.890524,1.41,1.38694,1.390556,-0.398094791
4.0,10.0,9.124435,6.0,6.0,6.0,2.0,2.0,2.0,6.0,12.0,11.196396,2.36,1.69,1.747388,7.98,8.993,8.886166,7.5,1.726323,1.62,1.44,1.457061,-0.619723077
8.0,9.0,8.894617,6.0,6.0,6.0,1.0,1.0,1.0,10.0,11.0,10.895657,2.28,1.93,1.962434,9.0,7.576,7.707619,7.5,1.573072,1.36,1.45,1.440738,-0.22712036
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.466553,1.484579,1.481718,6.82666,6.824995,6.825257,7.5,2.024196,1.648514,1.636249,1.63818,-1.011261012
4.0,5.0,4.843125,6.0,6.0,6.0,2.0,2.0,2.0,6.0,7.0,6.847534,1.66,1.9,1.863699,6.766,7.88,7.710276,5.2,1.629761,1.39,1.51,1.492243,0.213472898
10.0,10.0,10.0,1.587401,1.319508,1.36079,2.0,2.0,2.0,3.634241,3.365865,3.409177,2.129989,1.982414,2.00628,6.827148,6.389913,6.460791,6.954545455,2.220357,1.446543,1.435867,1.437641,0.892677747
10.0,10.0,10.0,2.0,1.259921,1.319508,2.0,2.0,2.0,4.0,3.301927,3.365865,2.33,1.947147,1.982414,7.416,6.285052,6.389913,7.5,1.894957,1.46,1.43321,1.435867,0.769738212
1.0,1.551846,1.44225,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.68011,3.556893,1.1,1.287392,1.254077,5.577,6.015952,5.940464,6.954545455,2.413423,2.07,1.834251,1.87159,-0.513236632
6.0,7.360219,7.113787,6.0,6.0,6.0,2.0,2.0,2.0,8.0,9.408632,9.157714,2.2,1.960863,1.998833,8.7,8.971226,8.925441,6.954545455,1.907694,1.44,1.347601,1.362579,-0.283097442
5.0,4.0,4.129565,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.0,6.133595,1.9,1.66,1.692334,7.88,6.766,6.914938,5.2,1.69997,1.51,1.39,1.406541,-0.231333362
9.0,9.850612,9.740037,6.0,2.339862,2.632148,1.0,1.811447,1.681793,11.0,4.621913,5.151019,1.9,2.263072,2.214141,7.726,7.459512,7.492314,5.444444444,1.555721,1.32,1.439126,1.423666,0.353200769
1.0,1.316074,1.260221,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.408658,3.340614,1.1,1.213644,1.194949,5.577,5.847436,5.803879,7.5,2.40539,2.07,1.919334,1.942373,-0.676249965
6.0,6.817316,6.681227,6.0,6.0,6.0,2.0,2.0,2.0,8.0,8.853455,8.712882,2.2,2.047331,2.070712,8.7,8.868539,8.841712,7.5,1.917473,1.44,1.381535,1.390606,-0.297901523
9.0,9.850612,9.740037,6.0,2.339862,2.632148,1.0,1.811447,1.681793,11.0,4.621913,5.151019,1.9,2.263072,2.214141,7.726,7.459512,7.492314,5.0,1.570913,1.32,1.439126,1.423666,0.262299917
3.0,1.0,1.116123,6.0,6.0,6.0,2.0,2.0,2.0,5.0,3.0,3.157229,1.63,1.1,1.144122,6.74,5.577,5.68364,7.5,1.829449,1.53,2.07,2.008364,-0.724491531
10.0,4.0,4.383833,1.0,6.0,5.015753,2.0,2.0,2.0,3.0,6.0,5.598198,1.81,2.16,2.122151,5.999,7.099,6.980481,7.5,1.613732,1.22,1.54,1.504543,1.157994726
10.0,1.0,1.258925,2.0,6.0,5.375751,2.0,2.0,2.0,4.0,3.0,3.087558,2.33,1.22,1.301546,7.416,6.38,6.476727,7.5,1.873667,1.46,1.9,1.850604,1.177979855
10.0,8.0,8.180521,1.0,6.0,5.015753,2.0,2.0,2.0,3.0,10.0,8.865682,1.62,1.88,1.852224,6.106,7.635,7.466272,7.5,1.80652,1.45,1.24,1.259553,1.356551296
8.0,7.0,7.094099,6.0,6.0,6.0,2.0,2.0,2.0,10.0,9.0,9.095326,1.88,1.91,1.906979,7.635,7.16,7.206139,7.5,1.496813,1.24,1.26,1.257986,0.255162099
3.0,1.0,1.147203,6.0,6.0,6.0,2.0,2.0,2.0,5.0,3.0,3.197808,1.63,1.1,1.155426,6.74,5.577,5.710617,5.333333333,1.81489,1.53,2.07,1.993244,-0.750446837
7.0,2.511606,2.940597,6.0,6.0,6.0,2.0,2.0,2.0,9.0,4.635464,5.133621,2.28,1.46694,1.569919,7.46,6.948763,7.025072,5.2,1.892894,1.42,1.68476,1.641024,-0.159356531
7.0,8.073444,7.883735,6.0,6.0,6.0,2.0,2.0,2.0,9.0,10.097596,9.905782,2.2,2.117706,2.131204,9.1,9.612915,9.525464,6.954545455,1.870588,1.41,1.373286,1.379338,-0.310962851
10.0,10.0,10.0,1.0,1.587401,1.515717,2.0,2.0,2.0,3.0,3.634241,3.565205,1.78,2.129989,2.092096,5.786,6.827148,6.715111,7.5,1.81092,1.42,1.446543,1.443867,0.856959677
10.0,10.0,10.0,1.259921,1.414214,1.388651,2.0,2.0,2.0,3.301927,3.464102,3.437975,1.947147,2.036517,2.022138,6.285052,6.550494,6.507849,7.5,2.230013,1.43321,1.439861,1.438809,0.86473152
5.241483,4.898979,4.951532,6.0,6.0,6.0,2.0,2.0,2.0,7.268482,6.928203,6.980853,2.186585,2.179908,2.180961,7.278536,7.233231,7.240366,7.5,1.925566,1.486194,1.499467,1.497363,-0.542904252
10.0,2.0,2.349238,6.0,6.0,6.0,2.0,2.0,2.0,12.0,4.0,4.464493,2.0,1.54,1.580781,10.437,6.82,7.116452,7.5,1.732979,1.32,1.6,1.569515,0.802978277
8.0,5.768998,5.960729,6.0,6.0,6.0,2.0,2.0,2.0,10.0,7.937005,8.122524,2.2,1.936328,1.961206,8.34,8.187218,8.20237,7.5,1.600547,1.39,1.486481,1.476539,0.337612728
3.0,6.0,5.598198,6.0,6.0,6.0,2.0,2.0,2.0,5.0,8.0,7.632696,1.6,2.2,2.131044,6.88,8.7,8.498185,7.5,1.83939,1.64,1.44,1.45885,0.63556432
3.0,8.0,7.25259,6.0,6.0,6.0,2.0,2.0,2.0,5.0,10.0,9.33033,1.5,2.2,2.117335,7.89,8.34,8.293869,7.5,1.770225,1.7,1.39,1.418268,-0.127949424
5.241483,6.0,5.873315,6.0,6.0,6.0,1.587401,1.414214,1.440247,7.34342,8.124038,7.99548,2.069603,2.025833,2.032682,7.302132,7.405868,7.389391,7.5,1.930982,1.462868,1.425763,1.431558,-0.637616739
4.578857,5.101698,5.010585,6.0,6.0,6.0,2.0,2.0,2.0,6.603854,7.13041,7.039822,2.173252,2.183912,2.182132,7.188208,7.26038,7.248301,6.954545455,1.9579,1.512858,1.491489,1.495029,-0.665646097
4.308869,4.573051,4.527921,6.0,6.0,6.0,2.0,2.0,2.0,6.31636,6.581416,6.53648,1.736427,1.800095,1.789324,7.118635,7.413931,7.363878,8.235294118,1.930855,1.428901,1.460804,1.455438,-0.634006876
7.0,9.0,8.776636,6.0,6.0,6.0,2.0,1.0,1.071773,9.0,11.0,10.781462,2.2,1.93,1.955437,9.1,7.576,7.71614,7.5,1.57921,1.41,1.45,1.445949,-0.548683541
10.0,10.0,10.0,2.0,2.884499,2.780778,2.0,2.0,2.0,4.0,5.768998,5.561557,1.96,1.973244,1.971915,7.344,8.256836,8.160665,7.5,1.799555,1.39,1.366264,1.368619,0.600117275
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.54,1.452289,1.466553,6.82,6.827993,6.82666,6.954545455,1.971292,1.6,1.658392,1.648514,-0.94124585
6.0,4.762203,4.873514,6.0,6.0,6.0,2.0,2.0,2.0,8.0,6.839904,6.947907,2.2,1.978435,1.999548,8.7,8.045301,8.10849,7.5,1.666245,1.44,1.503798,1.497293,-0.168714934
4.578857,4.898979,4.846985,6.0,6.0,6.0,2.0,2.0,2.0,6.603854,6.928203,6.875951,2.173252,2.179908,2.178856,7.188208,7.233231,7.226103,7.5,1.955854,1.512858,1.499467,1.501573,-0.603301959
10.0,10.0,10.0,6.0,2.0,2.232246,2.0,2.0,2.0,12.0,4.0,4.464493,2.0,1.96,1.963964,10.437,7.344,7.606712,7.5,1.724623,1.32,1.39,1.382836,1.156374969
2.0,1.0,1.071773,6.0,6.0,6.0,2.0,2.0,2.0,4.0,3.0,3.087558,1.3,1.22,1.227773,6.65,6.38,6.406499,7.5,1.91003,1.75,1.9,1.884439,-0.170457823
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.54,1.484579,1.493196,6.82,6.824995,6.824206,7.5,1.997853,1.6,1.636249,1.630472,-0.845201365
5.241483,4.704316,4.789859,6.0,6.0,6.0,2.0,2.0,2.0,7.268482,6.731731,6.818355,2.186585,2.175912,2.177687,7.278536,7.206183,7.218192,6.954545455,1.908126,1.486194,1.507487,1.503917,-0.540342436
4.641589,4.373448,4.417038,6.0,6.0,6.0,2.0,2.0,2.0,6.6494,6.381606,6.425477,1.816373,1.75213,1.762677,7.489649,7.191338,7.240218,7.9375,1.930628,1.468891,1.436811,1.442109,-0.543979237
7.0,8.87904,8.670402,6.0,1.817121,2.047673,2.0,2.0,2.0,9.0,4.326749,4.655537,2.2,1.79398,1.830957,9.1,6.974584,7.162599,7.5,1.598723,1.41,1.436542,1.433866,-0.295485696
10.0,10.0,10.0,1.259921,1.515717,1.469734,2.0,2.0,2.0,3.301927,3.565205,3.519911,1.947147,2.092096,2.067209,6.285052,6.715111,6.641443,6.954545455,2.194267,1.43321,1.443867,1.442085,0.843760931
10.0,10.0,10.0,1.0,1.587401,1.515717,2.0,2.0,2.0,3.0,3.634241,3.565205,1.78,2.129989,2.092096,5.786,6.827148,6.715111,7.5,1.849296,1.42,1.446543,1.443867,0.83675604
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.466553,1.495502,1.490637,6.82666,6.823995,6.824439,6.954545455,2.056618,1.648514,1.628934,1.632181,-0.906422081
10.0,9.0,9.095326,2.0,6.0,5.375751,2.0,1.0,1.071773,4.0,11.0,9.941672,1.96,1.93,1.932979,7.344,7.576,7.552474,7.5,1.780536,1.39,1.45,1.443885,0.758835018
1.0,2.177906,1.912931,6.0,6.0,6.0,2.0,2.0,2.0,3.0,4.655537,4.326749,1.1,1.451459,1.385913,5.577,6.783549,6.565698,6.954545455,2.405885,2.07,1.775292,1.821321,-0.657371659
1.0,3.0,2.687875,6.0,6.0,6.0,2.0,2.0,2.0,3.0,5.0,4.751001,1.22,1.63,1.583452,6.38,6.74,6.703104,7.5,1.999786,1.9,1.53,1.563499,0.86230753
6.0,10.0,9.113052,6.0,1.0,1.385103,2.0,2.0,2.0,8.0,3.0,3.585668,2.2,1.81,1.875368,8.7,5.999,6.418472,4.285714286,1.855753,1.44,1.22,1.257336,-0.27060075
