Nd0,Nd1,Nd,Np0,Np1,Np,Ns0,Ns1,Ns,Out_e0,Out_e1,Out_e,ψ0,ψ1,ψ,First_IE0,First_IE1,First_IE,CN,L_bond,R0,R1,R,ΔGH
5.0,4.181255,4.319438,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.371061,6.481053,1.9,1.808742,1.825002,7.88,7.69727,7.730175,4.470588235,1.872955,1.51,1.549042,1.541869,-0.783259684
3.684031,4.162766,4.078861,6.0,6.0,6.0,2.0,2.0,2.0,5.808786,6.258791,6.181439,1.687018,1.769185,1.755218,7.516855,7.66006,7.636005,6.954545455,2.018416,1.5861,1.55521,1.560317,-0.714824959
7.0,4.0,4.230228,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.0,6.248278,2.2,2.16,2.163967,9.1,7.099,7.27749,7.5,1.639912,1.41,1.54,1.526478,-0.069992169
6.0,6.31636,6.283987,6.0,6.0,6.0,2.0,2.0,2.0,8.0,8.320335,8.287733,2.2,2.2,2.2,8.7,8.831341,8.818118,7.5,1.650222,1.44,1.42993,1.430934,-0.098965626
7.0,6.0,6.093207,6.0,6.0,6.0,2.0,2.0,2.0,9.0,8.0,8.094784,2.2,2.2,2.2,9.1,8.7,8.739196,7.5,1.624746,1.41,1.44,1.436971,-0.058306512
5.0,4.0,4.090261,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.0,6.093207,1.9,2.16,2.132474,7.28,7.099,7.116896,7.5,1.703134,1.47,1.54,1.532853,0.089060955
5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,7.0,7.0,7.0,1.9,1.9,1.9,7.28,7.474744,7.455037,7.5,1.705999,1.47,1.483214,1.481887,0.203998439
5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,7.0,7.0,7.0,1.9,1.9,1.9,7.88,7.28,7.337884,7.5,1.711536,1.51,1.47,1.473952,0.012085664
5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,7.0,7.0,7.0,1.9,1.9,1.9,7.28,7.28,7.28,2.0,1.733504,1.47,1.47,1.47,-0.799103785
6.0,4.160168,4.315339,6.0,6.0,6.0,2.0,2.0,2.0,8.0,6.349604,6.498019,2.2,1.846133,1.878793,8.7,7.954631,8.0262,7.5,1.664239,1.44,1.536695,1.52674,-0.178728179
2.0,6.0,5.375751,6.0,6.0,6.0,2.0,2.0,2.0,4.0,8.0,7.464264,1.3,2.2,2.087251,6.65,8.7,8.469339,7.5,1.893627,1.75,1.44,1.468352,0.751829175
6.0,5.241483,5.312805,6.0,6.0,6.0,2.0,2.0,2.0,8.0,7.268482,7.338518,2.2,2.186585,2.187923,8.7,8.129776,8.185074,7.5,1.667811,1.44,1.47259,1.469298,-0.137356399
4.0,6.0,5.761587,6.0,6.0,6.0,2.0,2.0,2.0,6.0,8.0,7.773133,2.16,2.2,2.195967,7.099,8.7,8.524856,7.5,1.753835,1.54,1.44,1.449701,0.369882164
6.0,2.657334,3.012051,6.0,6.0,6.0,2.0,2.0,2.0,8.0,5.122333,5.486001,2.2,1.682792,1.753626,7.37,6.902266,6.972244,6.0,1.865981,1.46,1.64571,1.615672,-0.44152035
4.641589,4.373448,4.417038,6.0,6.0,6.0,2.0,2.0,2.0,6.6494,6.381606,6.425477,2.042395,2.163957,2.143206,7.913193,7.939849,7.9354,6.954545455,1.933526,1.545811,1.57507,1.570155,-0.74220274
5.0,4.0,4.090261,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.0,6.093207,1.9,2.36,2.309384,7.88,7.98,7.969943,7.5,1.708154,1.51,1.62,1.608649,-0.07804048
4.0,4.308869,4.276938,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.31636,6.283987,2.36,2.195462,2.211386,7.98,7.946526,7.949867,7.5,1.751039,1.62,1.582471,1.586184,0.012694383
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.36,2.36,2.36,7.98,7.98,7.98,2.8,1.817142,1.62,1.62,1.62,-0.377417404
3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,1.532619,1.559224,1.554758,7.53785,7.26748,7.311859,6.954545455,2.058428,1.67976,1.663742,1.666401,-0.882166534
3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,1.532619,1.549193,1.546564,7.53785,7.367713,7.394319,7.5,2.049615,1.67976,1.669731,1.67131,-0.972541526
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.3,1.309924,1.308928,6.65,6.71274,6.706439,7.5,1.899879,1.75,1.75,1.75,0.266893879
2.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,1.33,1.3,1.302969,6.84,6.65,6.66876,7.5,1.926211,1.75,1.75,1.75,0.364765063
2.0,3.0,2.880794,6.0,6.0,6.0,2.0,2.0,2.0,4.0,5.0,4.889664,1.54,1.6,1.593896,6.82,6.88,6.873976,7.5,1.749182,1.6,1.64,1.635955,0.338529071
1.0,3.0,2.687875,6.0,6.0,6.0,2.0,2.0,2.0,3.0,5.0,4.751001,1.36,1.6,1.574207,8.54,6.88,7.030325,7.5,1.839137,1.7,1.64,1.645903,0.756899472
2.0,3.0,2.880794,6.0,6.0,6.0,2.0,2.0,2.0,4.0,5.0,4.889664,1.33,1.6,1.5707,6.84,6.88,6.875989,7.5,1.887817,1.75,1.64,1.650681,0.349128042
3.0,4.0,3.886567,6.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,5.891598,1.5,1.66,1.64326,7.89,6.766,6.870787,7.5,1.805947,1.7,1.39,1.418268,-0.063308373
2.0,4.0,3.732132,6.0,6.0,6.0,2.0,2.0,2.0,4.0,6.0,5.761587,1.33,2.16,2.057754,6.84,7.099,7.072665,7.5,1.881433,1.75,1.54,1.559813,0.246755686
4.0,6.0,5.761587,6.0,6.0,6.0,2.0,2.0,2.0,6.0,8.0,7.773133,1.66,2.2,2.138904,6.766,7.37,7.30725,7.5,1.641007,1.39,1.46,1.452844,0.274036187
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.16,2.224709,2.218152,7.099,7.381292,7.352565,7.5,1.749763,1.54,1.566218,1.563576,0.138619551
3.0,4.0,3.886567,6.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,5.891598,1.63,2.16,2.100038,6.74,7.099,7.062256,7.5,1.685861,1.53,1.54,1.538997,0.200890082
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.36,2.16,2.179212,7.98,7.099,7.182535,7.5,1.751232,1.62,1.54,1.547819,-0.008840026
3.0,4.0,3.886567,6.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,5.891598,1.5,2.16,2.082656,7.89,7.099,7.174393,7.5,1.798539,1.7,1.54,1.555298,-0.018386324
6.0,4.0,4.165519,6.0,6.0,6.0,2.0,2.0,2.0,8.0,6.0,6.175116,2.2,2.16,2.163967,7.37,7.099,7.125645,7.5,1.658746,1.46,1.54,1.531807,0.061835965
4.0,4.308869,4.276938,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.31636,6.283987,2.16,2.069603,2.07847,7.099,7.35033,7.324802,7.5,1.75575,1.54,1.529934,1.530938,0.201776357
5.0,4.0,4.090261,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.0,6.093207,1.9,2.16,2.132474,7.88,7.099,7.173483,7.5,1.711081,1.51,1.54,1.536973,-0.071443216
4.0,3.428976,3.526365,6.0,6.0,6.0,2.0,2.0,2.0,6.0,5.555248,5.633585,2.36,2.168086,2.20178,7.98,7.668559,7.724266,5.166666667,1.938045,1.62,1.664728,1.656505,-0.67188349
3.0,4.0,3.886567,6.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,5.891598,1.6,2.36,2.270036,6.88,7.98,7.862514,7.5,1.802853,1.64,1.62,1.621989,0.144158973
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,1.66,2.36,2.278409,6.766,7.98,7.849388,7.5,1.631304,1.39,1.62,1.595383,0.17431422
2.0,4.0,3.732132,6.0,6.0,6.0,2.0,2.0,2.0,4.0,6.0,5.761587,1.54,2.16,2.088144,6.82,7.099,7.070594,7.5,1.746324,1.6,1.54,1.545897,0.34715508
3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,1.565947,1.549193,1.551827,7.201417,7.367713,7.341203,7.5,2.047543,1.659761,1.669731,1.668152,-0.952307277
7.0,3.311771,3.659306,6.0,6.0,6.0,2.0,2.0,2.0,9.0,5.898402,6.240251,2.2,1.753626,1.807459,9.1,7.938268,8.084152,7.333333333,1.808935,1.41,1.581394,1.55739,-0.391408682
6.0,3.301927,3.596022,6.0,6.0,6.0,2.0,2.0,2.0,8.0,5.768998,6.044838,2.2,1.807459,1.858925,7.37,7.024012,7.072426,6.5,1.831078,1.46,1.593993,1.574123,-0.659266796
7.483315,7.44498,7.45008,6.0,6.0,6.0,2.0,2.0,2.0,9.486833,9.448467,9.453573,2.049878,2.038764,2.040242,7.727509,7.682301,7.688314,7.333333333,1.719211,1.323405,1.318416,1.31908,-0.014174138
8.0,5.222047,5.527652,6.0,6.0,6.0,2.0,2.0,2.0,10.0,7.543223,7.83218,1.88,1.768073,1.782603,7.635,7.374363,7.408594,7.333333333,1.673169,1.24,1.341167,1.327215,-0.487347858
6.839904,7.282257,7.206593,6.0,6.0,6.0,2.0,2.0,2.0,8.87904,9.311499,9.237987,1.886643,1.883983,1.884426,7.715808,7.683383,7.688778,6.954545455,1.832848,1.324159,1.289831,1.29549,-0.33692945
8.0,4.693842,5.039684,6.0,6.0,6.0,2.0,2.0,2.0,10.0,7.029851,7.368063,1.88,1.741149,1.759053,7.635,7.310606,7.353049,7.333333333,1.703585,1.24,1.367722,1.349961,-0.428247725
6.839904,7.113118,7.069264,6.0,6.0,6.0,2.0,2.0,2.0,8.87904,9.146912,9.104085,1.886643,1.88498,1.885243,7.715808,7.695526,7.698725,7.5,1.827676,1.324159,1.302598,1.305979,-0.47449456
9.0,9.740037,9.654894,6.0,2.632148,2.884499,1.0,1.681793,1.587401,11.0,5.151019,5.604079,1.93,2.22283,2.188214,7.576,7.45568,7.468954,6.083333333,1.784209,1.45,1.457494,1.456659,0.68484849
9.0,7.562771,7.740265,6.0,6.0,6.0,1.0,1.615866,1.515717,11.0,9.573218,9.7522,2.54,2.085095,2.140689,9.225,7.740617,7.923816,7.333333333,1.790486,1.36,1.28996,1.299086,0.373002493
7.268482,7.5527,7.50457,6.0,6.0,6.0,2.0,2.0,2.0,9.283178,9.563525,9.516219,1.981129,1.940041,1.946829,7.545625,7.581248,7.575299,6.954545455,1.771054,1.309379,1.281173,1.285832,-0.347928019
7.937254,7.275946,7.360832,6.0,6.0,6.0,1.414214,1.797702,1.741101,9.949874,9.282185,9.368554,2.202589,1.995628,2.022057,8.127177,7.44465,7.532232,7.333333333,1.741875,1.309045,1.274892,1.279394,0.16393471
5.768998,6.260338,6.180064,6.0,6.0,6.0,2.0,2.0,2.0,7.937005,8.408964,8.33262,1.743689,1.776811,1.77154,7.719071,7.697967,7.701295,7.5,1.853647,1.377518,1.341771,1.347353,-0.486184163
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,2.54,2.100186,2.15411,9.225,8.049257,8.196917,7.333333333,1.789238,1.36,1.421691,1.413307,0.319847232
7.483315,7.83733,7.789177,6.0,6.0,6.0,2.0,2.0,2.0,9.486833,9.839214,9.791484,2.033716,1.926017,1.940041,8.335376,7.843991,7.907797,7.333333333,1.727779,1.322271,1.264754,1.272276,-0.307450406
3.0,8.0,7.25259,6.0,6.0,6.0,2.0,2.0,2.0,5.0,10.0,9.33033,1.5,1.88,1.838024,7.89,7.635,7.660125,7.5,1.783556,1.7,1.24,1.279748,0.06264183
7.651725,7.789177,7.766098,6.0,6.0,6.0,2.0,2.0,2.0,9.654894,9.791484,9.768585,1.981129,1.940041,1.946829,8.095055,7.907797,7.938703,6.954545455,1.798408,1.294258,1.272276,1.275913,-0.334398519
8.0,7.599507,7.651725,6.0,6.0,6.0,2.0,2.0,2.0,10.0,9.602868,9.654894,1.88,2.024789,2.004858,7.635,7.567212,7.576215,7.333333333,1.646626,1.24,1.30636,1.29731,-0.196705652
7.483315,7.83733,7.789177,6.0,6.0,6.0,2.0,2.0,2.0,9.486833,9.839214,9.791484,2.070362,1.93663,1.953949,7.546993,7.607812,7.599675,7.333333333,1.698559,1.326951,1.266129,1.274075,-0.215692803
9.0,9.740037,9.654894,6.0,2.632148,2.884499,1.0,1.681793,1.587401,11.0,5.151019,5.604079,1.93,2.22283,2.188214,7.576,7.45568,7.468954,6.083333333,1.804745,1.45,1.457494,1.456659,0.654790387
9.0,9.681012,9.587315,6.0,2.804378,3.103691,1.0,1.615866,1.515717,11.0,5.460586,5.995054,1.93,2.198807,2.160909,7.576,7.464868,7.47959,7.111111111,1.908651,1.45,1.456916,1.455992,0.602678138
7.651725,7.789177,7.766098,6.0,6.0,6.0,2.0,2.0,2.0,9.654894,9.791484,9.768585,2.004858,1.953949,1.962343,7.576215,7.599675,7.59576,6.954545455,1.767217,1.29731,1.274075,1.277919,-0.311301089
7.483315,7.14529,7.189463,6.0,6.0,6.0,2.0,2.0,2.0,9.486833,9.147073,9.191661,2.049878,1.951991,1.964768,7.727509,7.330031,7.381823,7.333333333,1.713727,1.323405,1.279179,1.284989,-0.047025897
7.483315,7.521847,7.516698,6.0,6.0,6.0,2.0,2.0,2.0,9.486833,9.525355,9.520209,2.049878,2.061053,2.059559,7.727509,7.772983,7.766905,7.333333333,1.724331,1.323405,1.328412,1.327743,-0.099338558
7.0,7.293596,7.25375,6.0,6.0,6.0,2.0,2.0,2.0,9.0,9.296548,9.256451,1.91,1.994906,1.983371,7.16,7.504099,7.457281,7.333333333,1.685448,1.26,1.298649,1.293428,-0.140035768
6.839904,7.113118,7.069264,6.0,6.0,6.0,2.0,2.0,2.0,8.87904,9.146912,9.104085,1.886643,1.88498,1.885243,7.514784,7.544659,7.539934,7.5,1.796365,1.312362,1.293885,1.296785,-0.409347786
7.0,3.846519,4.166185,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.418536,6.714446,2.2,1.834992,1.87992,9.1,8.158097,8.277818,7.333333333,1.825616,1.41,1.545524,1.526728,-0.600703544
7.0,3.846519,4.166185,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.418536,6.714446,2.2,1.897364,1.935175,9.1,8.923889,8.947172,7.333333333,1.833206,1.41,1.493526,1.48211,-0.548623948
1.0,7.0,5.762199,6.0,6.0,6.0,2.0,2.0,2.0,3.0,9.0,8.063626,1.22,2.2,2.074037,6.38,9.1,8.782524,7.5,2.025848,1.9,1.41,1.452689,1.258961342
7.0,3.659306,3.904529,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.240251,6.473008,2.2,1.807459,1.843333,9.1,8.084152,8.180412,7.5,1.623284,1.41,1.55739,1.541983,-0.423811317
7.0,4.323556,4.610436,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.588517,6.868285,2.2,1.812829,1.860226,9.1,8.1537,8.273951,7.333333333,1.824019,1.41,1.532157,1.515277,-0.427946767
7.0,4.760938,5.012025,6.0,6.0,6.0,2.0,2.0,2.0,9.0,7.012593,7.249819,2.2,1.884387,1.923699,9.1,8.33474,8.432933,7.333333333,1.842333,1.41,1.506907,1.493611,-0.590710843
7.0,4.610436,4.807039,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.868285,7.056474,2.2,1.860226,1.891696,9.1,8.273951,8.353064,7.5,1.624684,1.41,1.515277,1.504405,-0.36348953
2.0,7.0,6.175772,6.0,6.0,6.0,2.0,2.0,2.0,4.0,9.0,8.298971,1.33,2.2,2.092019,6.84,9.1,8.84388,7.5,1.896225,1.75,1.41,1.440791,0.9403442
7.0,4.610436,4.807039,6.0,6.0,6.0,2.0,2.0,2.0,9.0,6.868285,7.056474,2.2,1.846133,1.878793,9.1,8.19662,8.282767,7.5,1.626209,1.41,1.515277,1.504405,-0.354719573
7.0,3.311771,3.659306,6.0,6.0,6.0,2.0,2.0,2.0,9.0,5.898402,6.240251,2.2,1.828449,1.874109,9.1,8.880396,8.909368,7.333333333,1.813715,1.41,1.51517,1.500706,-0.401134302
2.0,7.0,6.175772,6.0,6.0,6.0,2.0,2.0,2.0,4.0,9.0,8.298971,1.3,2.2,2.087251,6.65,9.1,8.819002,7.5,1.884237,1.75,1.41,1.440791,0.893028502
4.0,7.0,6.619028,6.0,6.0,6.0,2.0,2.0,2.0,6.0,9.0,8.642381,2.36,2.2,2.215499,7.98,9.1,8.981266,7.5,1.727764,1.62,1.41,1.429712,0.054112694
8.0,3.281341,3.668016,6.0,6.0,6.0,2.0,2.0,2.0,10.0,5.969103,6.366789,1.88,1.561971,1.598577,7.635,7.069447,7.137784,5.833333333,1.519645,1.24,1.488846,1.455195,-0.237462862
7.0,8.0,7.893885,6.0,6.0,6.0,2.0,2.0,2.0,9.0,10.0,9.895193,2.28,1.88,1.916618,7.46,7.635,7.617317,7.5,1.585419,1.42,1.24,1.256922,0.048417215
1.0,8.0,6.498019,6.0,6.0,6.0,2.0,2.0,2.0,3.0,10.0,8.865682,1.22,1.88,1.800437,6.38,7.635,7.499118,7.5,1.99733,1.9,1.24,1.294061,1.049618995
8.0,4.219064,4.594793,6.0,6.0,6.0,2.0,2.0,2.0,10.0,6.904214,7.253802,1.88,1.701729,1.724485,7.635,7.902744,7.866509,7.333333333,1.673556,1.24,1.366419,1.348846,-0.593666272
2.0,7.0,6.175772,6.0,6.0,6.0,2.0,2.0,2.0,4.0,9.0,8.298971,1.3,2.28,2.155439,6.65,7.46,7.374747,7.5,1.903223,1.75,1.42,1.449984,0.671857503
8.0,4.693842,5.039684,6.0,6.0,6.0,2.0,2.0,2.0,10.0,7.029851,7.368063,1.88,1.631311,1.662467,7.635,7.239973,7.291439,7.333333333,1.706008,1.24,1.415684,1.390893,-0.424361667
8.0,5.039684,5.278032,6.0,6.0,6.0,2.0,2.0,2.0,10.0,7.368063,7.596578,1.88,1.662467,1.683036,7.635,7.291439,7.325088,7.5,1.578733,1.24,1.390893,1.375012,-0.264484447
6.839904,7.282257,7.206593,6.0,6.0,6.0,2.0,2.0,2.0,8.87904,9.311499,9.237987,1.886643,1.883983,1.884426,7.514784,7.562641,7.554644,6.954545455,1.786797,1.312362,1.282924,1.287784,-0.336752984
7.0,5.808786,5.918159,6.0,6.0,6.0,2.0,2.0,2.0,9.0,7.862224,7.969207,2.2,2.25209,2.246826,9.1,8.710209,8.748424,7.5,1.61146,1.41,1.476787,1.469968,-0.204280485
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,2.54,2.285379,2.317794,9.225,8.552077,8.638883,7.333333333,1.78671,1.36,1.393935,1.389362,0.37247228
3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,1.565947,1.539227,1.543649,7.201417,7.469329,7.423994,6.954545455,2.054867,1.659761,1.675741,1.673067,-0.841050949
1.0,2.0,1.866066,6.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,3.886567,1.36,1.3,1.305879,8.54,6.65,6.818444,7.5,1.919871,1.7,1.75,1.744935,0.524152751
10.0,9.0,9.095326,2.0,6.0,5.375751,2.0,1.0,1.071773,4.0,11.0,9.941672,1.96,1.9,1.905916,7.344,7.726,7.686922,7.5,1.764407,1.39,1.32,1.326838,0.83085185
10.0,10.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.62,1.78,1.763313,6.106,5.786,5.81723,7.5,1.857779,1.45,1.42,1.422972,1.24496952
10.0,10.0,10.0,6.0,3.64148,3.932268,2.0,2.0,2.0,12.0,7.28296,7.864535,1.65,1.930223,1.8842,9.394,8.436794,8.577445,6.111111111,1.750134,1.22,1.323766,1.307245,0.555249784
10.0,10.0,10.0,6.0,3.746888,3.974027,2.0,2.0,2.0,12.0,7.493776,7.948053,1.65,1.912999,1.877958,9.394,8.488764,8.596967,5.5,1.592298,1.22,1.317606,1.30499,0.502071801
10.0,0.0,0.0,6.0,1.0,1.196231,2.0,2.0,2.0,12.0,3.0,3.446095,1.65,1.61,1.613956,9.394,5.986,6.261928,7.5,1.585126,1.22,1.21,1.210996,0.795789846
8.0,1.0,1.231144,6.0,6.0,6.0,2.0,2.0,2.0,10.0,3.0,3.383835,2.2,1.22,1.294095,8.34,6.38,6.553227,7.5,1.683817,1.39,1.9,1.841534,0.219406068
6.0,7.0,6.892922,6.0,6.0,6.0,2.0,2.0,2.0,8.0,9.0,8.894617,2.2,2.28,2.271871,8.7,7.46,7.575597,7.5,1.638063,1.44,1.42,1.421987,-0.316212335
6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,8.0,8.0,8.0,2.2,2.2,2.2,8.7,7.37,7.493292,7.5,1.661108,1.44,1.46,1.457988,-0.136414613
10.0,4.0,4.383833,6.0,6.0,6.0,2.0,2.0,2.0,12.0,6.0,6.430641,1.65,1.66,1.658997,9.394,6.766,6.991717,7.5,1.566802,1.22,1.39,1.371985,0.884134597
10.0,4.0,4.383833,1.0,6.0,5.015753,2.0,2.0,2.0,3.0,6.0,5.598198,1.81,1.66,1.674423,5.999,6.766,6.685081,7.5,1.607698,1.22,1.39,1.371985,1.149217967
10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.33,2.199493,2.212208,7.416,7.391922,7.394326,7.5,1.892699,1.46,1.436283,1.438638,0.753836287
10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.96,2.33,2.290055,7.344,7.416,7.408768,7.5,1.80089,1.39,1.46,1.452844,0.531225806
6.0,3.0,3.21532,6.0,6.0,6.0,2.0,2.0,2.0,8.0,5.0,5.240612,2.2,1.5,1.558563,8.7,7.89,7.967485,7.5,1.666866,1.44,1.7,1.672015,-0.173006033
4.0,4.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,2.36,1.66,1.719446,7.98,6.766,6.878585,7.5,1.748517,1.62,1.39,1.411448,0.0054967
1.0,2.0,1.866066,6.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,3.886567,1.22,1.54,1.504543,6.38,6.82,6.774668,7.5,2.030672,1.9,1.6,1.627734,0.798883236
10.0,7.368063,7.596578,1.0,1.817121,1.71177,2.0,2.0,2.0,3.0,3.779763,3.693433,1.81,1.758551,1.76363,5.999,6.244484,6.21949,7.5,1.592692,1.22,1.274221,1.268692,0.594557717
10.0,6.0,6.314459,2.0,6.0,5.375751,2.0,2.0,2.0,4.0,8.0,7.464264,1.96,2.2,2.174733,7.344,7.37,7.367396,7.5,1.783714,1.39,1.46,1.452844,1.147787464
7.0,7.611663,7.548165,6.0,6.0,6.0,2.0,1.587401,1.624505,9.0,9.622603,9.558452,2.2,2.106045,2.115257,9.1,8.560667,8.613129,7.5,1.591884,1.41,1.423209,1.421883,-0.341171297
9.0,7.0,7.178149,6.0,6.0,6.0,1.0,2.0,1.866066,11.0,9.0,9.182428,1.93,2.2,2.171382,7.576,9.1,8.934726,7.5,1.625827,1.45,1.41,1.41395,0.916304712
3.0,9.0,8.063626,6.0,6.0,6.0,2.0,1.0,1.071773,5.0,11.0,10.166007,1.63,1.93,1.897668,6.74,7.576,7.487933,7.5,1.659951,1.53,1.45,1.457808,-0.033821573
9.0,5.898402,6.240251,6.0,6.0,6.0,1.0,1.305512,1.259921,11.0,8.122536,8.457691,1.93,1.808582,1.824319,7.576,7.242845,7.286404,7.333333333,1.863937,1.45,1.480262,1.476191,0.319311712
10.0,10.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.78,1.724984,1.730408,5.786,5.890759,5.880198,7.5,1.798959,1.42,1.42993,1.428934,0.802765348
6.0,9.0,8.642381,6.0,6.0,6.0,2.0,1.0,1.071773,8.0,11.0,10.65522,2.2,1.93,1.955437,8.7,7.576,7.681533,7.5,1.622455,1.44,1.45,1.448997,-0.581951635
2.0,0.0,0.0,6.0,1.0,1.196231,2.0,2.0,2.0,4.0,3.0,3.087558,1.54,1.61,1.602859,6.82,5.986,6.06459,7.5,1.765985,1.6,1.21,1.244282,0.429461081
10.0,10.0,10.0,1.0,2.0,1.866066,2.0,2.0,2.0,3.0,4.0,3.886567,1.78,2.33,2.268101,5.786,7.416,7.234201,7.5,1.810875,1.42,1.46,1.45595,0.866348284
10.0,8.0,8.180521,1.0,6.0,5.015753,2.0,2.0,2.0,3.0,10.0,8.865682,1.78,2.2,2.153885,5.786,8.34,8.040578,7.5,1.791849,1.42,1.39,1.392971,1.19471785
8.0,8.0,8.0,6.0,6.0,6.0,1.0,1.259921,1.231144,10.0,10.0,10.0,2.28,2.138007,2.151799,9.0,8.519838,8.566679,7.5,1.563314,1.36,1.318762,1.322829,-0.248065234
0.0,0.0,0.0,1.0,1.817121,1.71177,2.0,2.0,2.0,3.0,3.301927,3.270415,1.61,1.58632,1.588672,5.986,6.252004,6.22488,7.5,1.637328,1.21,1.328098,1.315787,0.542732004
9.0,3.0,3.34837,6.0,6.0,6.0,1.0,2.0,1.866066,11.0,5.0,5.410187,1.9,1.6,1.627734,7.726,6.88,6.960254,7.5,1.542746,1.32,1.64,1.604785,0.350018806
1.0,8.0,6.498019,6.0,6.0,6.0,2.0,2.0,2.0,3.0,10.0,8.865682,1.36,2.2,2.09669,8.54,8.34,8.359787,7.5,1.863148,1.7,1.39,1.418268,0.912637161
8.0,8.0,8.0,6.0,6.0,6.0,2.0,1.0,1.071773,10.0,10.0,10.0,1.88,2.28,2.236439,7.635,9.0,8.853177,7.5,1.456457,1.24,1.36,1.347495,0.248626197
0.0,10.0,0.0,1.0,2.0,1.834008,2.0,2.0,2.0,3.0,4.0,3.858715,1.61,1.96,1.912394,5.986,7.344,7.158684,5.166666667,1.601345,1.21,1.39,1.366111,0.267895122
4.0,10.0,9.124435,6.0,6.0,6.0,2.0,2.0,2.0,6.0,12.0,11.196396,1.66,2.0,1.963079,6.766,10.437,9.994275,7.5,1.611131,1.39,1.32,1.326838,-0.180406305
1.0,10.0,7.943282,6.0,6.0,6.0,2.0,2.0,2.0,3.0,12.0,10.446607,1.22,2.0,1.903544,6.38,10.437,9.935739,7.5,1.968686,1.9,1.32,1.368964,0.252725319
10.0,4.641589,5.011872,6.0,6.0,6.0,2.0,2.0,2.0,12.0,7.559526,7.917047,2.0,1.696185,1.724364,10.437,8.857762,9.004284,7.5,1.775137,1.32,1.490392,1.472407,0.870510946
6.0,5.241483,5.312805,6.0,6.0,6.0,2.0,2.0,2.0,8.0,7.268482,7.338518,2.2,2.002863,2.021754,8.7,8.000617,8.067948,7.5,1.663657,1.44,1.423137,1.424814,-0.110487334
5.0,4.641589,4.676242,6.0,6.0,6.0,2.0,2.0,2.0,7.0,6.6494,6.683655,1.9,1.982989,1.97453,7.88,7.610559,7.637083,7.5,1.714633,1.51,1.519934,1.518938,0.025638294
9.0,10.0,9.895193,6.0,1.0,1.196231,1.0,2.0,1.866066,11.0,3.0,3.41624,1.9,1.78,1.791651,7.726,5.786,5.955744,7.5,1.548497,1.32,1.42,1.409668,0.375696829
0.0,0.0,0.0,1.0,1.259921,1.231144,2.0,2.0,2.0,3.0,3.301927,3.270415,1.61,1.719106,1.70787,5.986,6.40819,6.364664,7.5,1.610179,1.21,1.267249,1.261404,0.301582271
