idx,y_true,y_struct,y_hat,abs_y_hat
3205,-0.033616127,-0.2367146685375593,-0.038980797,0.038980797
8550,0.035507727,-0.3631945641670345,0.03976305,0.03976305
6470,-0.028888815,-0.0176163571992403,-0.03986989,0.03986989
2600,0.052733213,-0.5102325988125622,0.041242763,0.041242763
877,0.038993777,0.1061301624916695,0.041899294,0.041899294
1263,-0.035908822,-0.3121108999238098,-0.041944355,0.041944355
10340,0.054465115,-0.0807569681908254,0.042352185,0.042352185
9203,-0.041183795,-0.1260115932888105,-0.043737724,0.043737724
9202,-0.041183805,-0.1883674752079958,-0.04455036,0.04455036
5274,-0.063308373,-0.1862487461380599,-0.044741273,0.044741273
10641,0.052322049,-0.1278299416241889,0.04511939,0.04511939
7938,0.052129122,0.500766595572887,0.045819327,0.045819327
4869,-0.026496269,-0.1831357400059977,-0.04583028,0.04583028
4778,-0.044409795,-0.3729909506528414,-0.046642482,0.046642482
1181,0.05691846,0.4745191459033798,0.048660055,0.048660055
5310,-0.047025897,-0.1287489019811061,-0.048733145,0.048733145
7018,-0.068317205,0.3188210174129049,-0.050323218,0.050323218
3958,0.052989,0.3880391326589862,0.051289707,0.051289707
7660,-0.046920455,0.3647609399823974,-0.053334147,0.053334147
8275,-0.042826637,0.0705872411283649,-0.05588363,0.05588363
7247,-0.069459098,-0.0649507729138709,-0.057310186,0.057310186
8108,0.065121334,0.3971536895872986,0.058852956,0.058852956
7437,0.070354855,0.0529656550995092,0.059307843,0.059307843
390,-0.0464116,-0.3159360014045074,-0.059819505,0.059819505
8019,0.059911984,0.3532662533962994,0.060238734,0.060238734
3597,-0.070646331,0.2314936699419478,-0.06071627,0.06071627
6233,0.053584795,-0.6927618222686993,0.061440036,0.061440036
898,-0.064750576,0.297202113952507,-0.0616799,0.0616799
5774,0.058345153,0.1507481236652022,0.0621814,0.0621814
1084,0.070075844,0.184656479669466,0.06257565,0.06257565
4975,-0.039567937,-0.451718384469598,-0.06314152,0.06314152
